"","n_companies","ads_per_company","tot_ads","cum_prop_ads","cum_prop_companies","cum_n_companies"
"1",1,1025,1025,0.613412488479814,0.00208138203767301,1
"2",1,766,766,1.07182611401692,0.00416276407534603,2
"3",1,753,753,1.52245987384649,0.00624414611301904,3
"4",1,631,631,1.90008258626674,0.00832552815069206,4
"5",1,593,593,2.25496415277262,0.0104069101883651,5
"6",1,592,592,2.60924726807023,0.0124882922260381,6
"7",1,568,568,2.94916755436929,0.0145696742637111,7
"8",1,559,559,3.28370177979389,0.0166510563013841,8
"9",1,533,533,3.6026762738034,0.0187324383390571,9
"10",1,481,481,3.8905313049827,0.0208138203767301,10
"11",1,421,421,4.14247926366563,0.0228952024144032,11
"12",1,400,400,4.38185974697483,0.0249765844520762,12
"13",1,393,393,4.61705107182611,0.0270579664897492,13
"14",1,384,384,4.84685633580294,0.0291393485274222,14
"15",1,331,331,5.0449436857413,0.0312207305650952,15
"16",1,323,323,5.23824342601348,0.0333021126027682,16
"17",1,318,318,5.42855091024429,0.0353834946404413,17
"18",1,311,311,5.61466923601719,0.0374648766781143,18
"19",1,306,306,5.79779530574872,0.0395462587157873,19
"20",1,305,305,5.98032292427198,0.0416276407534603,20
"21",1,299,299,6.15925983554561,0.0437090227911333,21
"22",1,298,298,6.33759829561096,0.0457904048288063,22
"23",1,287,287,6.50935379238531,0.0478717868664793,23
"24",1,286,286,6.68051083795138,0.0499531689041524,24
"25",1,284,284,6.85047098110091,0.0520345509418254,25
"26",1,277,277,7.01624196579253,0.0541159329794984,26
"27",1,276,276,7.18141449927587,0.0561973150171714,27
"28",1,273,273,7.3447916791344,0.0582786970548444,28
"29",1,266,266,7.50397970053502,0.0603600790925174,29
"30",1,264,264,7.66197081951908,0.0624414611301904,30
"31",1,240,240,7.8055991095046,0.0645228431678635,31
"32",1,234,234,7.94563669224048,0.0666042252055365,32
"33",1,229,229,8.082682018935,0.0686856072432095,33
"34",2,226,452,8.35318196507439,0.0728483713185555,35
"35",1,222,222,8.48603813331099,0.0749297533562285,36
"36",1,221,221,8.61829585033932,0.0770111353939015,37
"37",1,219,219,8.74935666495111,0.0790925174315746,38
"38",1,217,217,8.87922057714635,0.0811738994692476,39
"39",1,214,214,9.00728913571676,0.0832552815069206,40
"40",1,210,210,9.13296388945409,0.0853366635445936,41
"41",2,209,418,9.3831164945122,0.0894994276199396,43
"42",1,201,201,9.50340518737507,0.0915808096576127,44
"43",2,200,400,9.74278567068427,0.0957435737329587,46
"44",1,199,199,9.86187746113059,0.0978249557706317,47
"45",1,195,195,9.97857544674383,0.0999063378083047,48
"46",1,194,194,10.0946749811488,0.101987719845978,49
"47",1,192,192,10.2095776131372,0.104069101883651,50
"48",1,190,190,10.3232833427091,0.106150483921324,51
"49",1,188,188,10.4357921698644,0.108231865958997,52
"50",1,186,186,10.5471040946032,0.11031324799667,53
"51",1,185,185,10.6578175681337,0.112394630034343,54
"52",1,184,184,10.7679325904559,0.114476012072016,55
"53",2,183,366,10.9869657326838,0.118638776147362,57
"54",3,182,546,11.3137200924009,0.124882922260381,60
"55",1,181,181,11.4220397610983,0.126964304298054,61
"56",2,180,360,11.6374821960766,0.1311270683734,63
"57",1,179,179,11.7446049623574,0.133208450411073,64
"58",2,178,356,11.9576535925026,0.137371214486419,66
"59",3,177,531,12.2754311840956,0.143615360599438,69
"60",2,174,348,12.4836922045746,0.147778124674784,71
"61",2,173,346,12.690756322637,0.15194088875013,73
"62",1,172,172,12.79368993046,0.154022270787803,74
"63",2,170,340,12.9971633412728,0.158185034863149,76
"64",1,167,167,13.0971046930544,0.160266416900822,77
"65",2,166,332,13.295790494201,0.164429180976168,79
"66",2,165,330,13.4932793929311,0.168591945051514,81
"67",4,164,656,13.8858633855582,0.176917473202206,85
"68",2,163,326,14.0809584794552,0.181080237277552,87
"69",3,162,486,14.3718057666758,0.187324383390571,90
"70",2,161,322,14.5645070557397,0.191487147465917,92
"71",2,160,320,14.7560114423871,0.195649911541263,94
"72",3,159,477,15.0414726687333,0.201894057654282,97
"73",2,158,316,15.2305832505476,0.206056821729628,99
"74",4,157,628,15.606410609343,0.214382349880321,103
"75",2,156,312,15.7931273863242,0.218545113955667,105
"76",3,155,465,16.0714071981711,0.224789260068686,108
"77",1,154,154,16.1635686842452,0.226870642106359,109
"78",2,152,304,16.3454978515602,0.231033406181705,111
"79",4,151,604,16.706962381357,0.239358934332397,115
"80",5,149,745,17.1528085315204,0.249765844520762,120
"81",1,148,148,17.2413793103448,0.251847226558435,121
"82",2,147,294,17.4173239655771,0.256009990633781,123
"83",2,146,292,17.5920717183928,0.260172754709127,125
"84",5,145,725,18.0259488443907,0.270579664897492,130
"85",1,144,144,18.112125818382,0.272661046935165,131
"86",5,142,710,18.5370261762558,0.28306795712353,136
"87",1,141,141,18.6214077966223,0.285149339161203,137
"88",3,139,417,18.8709619504722,0.291393485274222,140
"89",4,138,552,19.2013070174389,0.299719013424914,144
"90",4,137,548,19.5292582795725,0.308044541575606,148
"91",2,136,272,19.6920370082227,0.312207305650952,150
"92",1,135,135,19.7728279213396,0.314288687688625,151
"93",3,134,402,20.0134053070653,0.320532833801644,154
"94",2,133,266,20.1725933284659,0.32469559787699,156
"95",1,132,132,20.251588887958,0.326776979914663,157
"96",2,131,262,20.4083831045255,0.330939743990009,159
"97",1,130,130,20.486181761601,0.333021126027682,160
"98",1,128,128,20.5627835162599,0.335102508065355,161
"99",3,127,381,20.7907934266119,0.341346654178374,164
"100",3,126,378,21.0170079833391,0.347590800291393,167
"101",3,124,372,21.2396318328167,0.353834946404413,170
"102",2,123,246,21.3868508300518,0.357997710479759,172
"103",2,122,244,21.5328729248704,0.362160474555105,174
"104",1,121,121,21.6052855210715,0.364241856592778,175
"105",5,120,600,21.9643562460353,0.374648766781143,180
"106",1,119,119,22.0355719398197,0.376730148818816,181
"107",1,118,118,22.106189182396,0.378811530856489,182
"108",2,117,234,22.2462267651318,0.382974294931835,184
"109",1,116,116,22.3156471052915,0.385055676969508,185
"110",2,113,226,22.4508970783612,0.389218441044854,187
"111",1,112,112,22.5179236136878,0.391299823082527,188
"112",2,111,222,22.6507797819244,0.395462587157873,190
"113",3,109,327,22.8464733270296,0.401706733270892,193
"114",4,108,432,23.1050042490036,0.410032261421584,197
"115",4,107,428,23.3611413661444,0.418357789572276,201
"116",1,106,106,23.4245771942214,0.420439171609949,202
"117",2,105,210,23.5502519479587,0.424601935685295,204
"118",2,104,208,23.6747297992795,0.428764699760641,206
"119",3,103,309,23.8596512226358,0.43500884587366,209
"120",3,102,306,24.0427772923674,0.441252991986679,212
"121",2,101,202,24.1636644364385,0.445415756062025,214
"122",2,100,200,24.2833546780931,0.449578520137371,216
"123",3,99,297,24.4610946869502,0.45582266625039,219
"124",6,98,588,24.8129839974147,0.468310958476428,225
"125",4,96,384,25.0427892613915,0.47663648662712,229
"126",1,95,95,25.0996421261775,0.478717868664793,230
"127",7,94,658,25.4934230212211,0.493287542928505,237
"128",2,93,186,25.6047349459599,0.497450307003851,239
"129",3,92,276,25.7699074794432,0.50369445311687,242
"130",4,91,364,25.9877437192546,0.512019981267562,246
"131",3,90,270,26.1493255454883,0.518264127380581,249
"132",1,89,89,26.2025877030246,0.520345509418254,250
"133",3,88,264,26.3605788220086,0.526589655531273,253
"134",2,87,174,26.4647093322481,0.530752419606619,255
"135",2,86,172,26.5676429400711,0.534915183681965,257
"136",3,84,252,26.7184526445559,0.541159329794984,260
"137",2,83,166,26.8177955451292,0.54532209387033,262
"138",6,82,492,27.1122335395995,0.557810386096368,268
"139",4,80,320,27.3037379262469,0.56613591424706,272
"140",5,79,395,27.5401261535147,0.576542824435425,277
"141",1,78,78,27.58680534776,0.578624206473098,278
"142",3,77,231,27.7250475768711,0.584868352586117,281
"143",3,76,228,27.8614944523573,0.591112498699136,284
"144",4,75,300,28.0410298148392,0.599438026849828,288
"145",1,74,74,28.0853152042514,0.601519408887501,289
"146",4,73,292,28.2600629570671,0.609844937038193,293
"147",11,72,792,28.7340363140193,0.632740139452597,304
"148",9,71,639,29.1164466361058,0.651472577791654,313
"149",1,70,70,29.1583382206849,0.653553959829327,314
"150",5,69,345,29.3648038875391,0.663960870017692,319
"151",6,68,408,29.6089719805144,0.67644916224373,325
"152",9,67,603,29.969838059103,0.695181600582787,334
"153",10,66,660,30.3648158565632,0.715995420959517,344
"154",5,65,325,30.5593124992519,0.726402331147882,349
"155",3,64,192,30.6742151312403,0.732646477260901,352
"156",9,63,567,31.0135369663311,0.751378915599958,361
"157",4,62,248,31.1619528659828,0.75970444375065,365
"158",3,61,183,31.2714694370968,0.765948589863669,368
"159",10,60,600,31.6305401620606,0.7867624102404,378
"160",4,59,236,31.771774647213,0.795087938391092,382
"161",3,58,174,31.8759051574525,0.801332084504111,385
"162",9,57,513,32.1829106272966,0.820064522843168,394
"163",8,56,448,32.4510167686029,0.836715579144552,402
"164",13,55,715,32.878909382518,0.863773545634301,415
"165",8,54,432,33.137440304492,0.880424601935685,423
"166",11,53,583,33.4863373589151,0.903319804350088,434
"167",7,52,364,33.7041735987265,0.9178894786138,441
"168",15,51,765,34.1619887730553,0.949110209178895,456
"169",8,50,400,34.4013692563645,0.965761265480279,464
"170",9,49,441,34.6652862392129,0.984493703819336,473
"171",14,48,672,35.0674454511724,1.01363305234676,487
"172",3,47,141,35.1518270715389,1.01987719845978,490
"173",5,46,230,35.2894708494416,1.03028410864814,495
"174",15,45,675,35.6934254150259,1.06150483921324,510
"175",15,44,660,36.0884032124861,1.09272556977833,525
"176",11,43,473,36.3714706339992,1.11562077219274,536
"177",12,42,504,36.6730900429688,1.14059735664481,548
"178",13,41,533,36.9920645369783,1.16765532313456,561
"179",17,40,680,37.3990113586039,1.203038817775,578
"180",23,39,897,37.9358220924248,1.25091060464148,601
"181",11,38,418,38.1859746974829,1.27380580705589,612
"182",10,37,370,38.4074016445439,1.29461962743262,622
"183",22,36,792,38.8813750014961,1.34041003226142,644
"184",27,35,945,39.4469113933141,1.39660734727859,671
"185",21,34,714,39.874205556021,1.44031637006973,692
"186",26,33,858,40.3876766927192,1.49443230304922,718
"187",18,32,576,40.7323845886845,1.53189717972734,736
"188",26,31,806,41.2147362625525,1.58601311270684,762
"189",21,30,630,41.5917605237645,1.62972213549797,783
"190",33,29,957,42.1644783300817,1.69840774274118,816
"191",27,28,756,42.6169074435361,1.75460505775835,843
"192",28,27,756,43.0693365569905,1.8128837548132,871
"193",23,26,598,43.4272103795378,1.86075554167968,894
"194",44,25,1100,44.085506708638,1.95233635133729,938
"195",33,24,792,44.5594800655903,2.0210219585805,971
"196",48,23,1104,45.2201701995236,2.1209282963888,1019
"197",43,22,946,45.7863050425499,2.21042772400874,1062
"198",47,21,987,46.3769763851153,2.30825267977937,1109
"199",61,20,1220,47.1070868592084,2.43521698407743,1170
"200",53,19,1007,47.7097272259393,2.5455302320741,1223
"201",78,18,1404,48.5499527223545,2.70787803101259,1301
"202",76,17,1292,49.3231516834432,2.86606306587574,1377
"203",83,16,1328,50.1178948880298,3.0388177750026,1460
"204",100,15,1500,51.0155717004393,3.2469559787699,1560
"205",109,14,1526,51.9288082442638,3.47382662087626,1669
"206",125,13,1625,52.9012914577075,3.73399937558539,1794
"207",176,12,2112,54.16522040958,4.10032261421584,1970
"208",194,11,2134,55.4423152880346,4.5041107295244,2164
"209",216,10,2160,56.7349698979042,4.95368924966178,2380
"210",245,9,2205,58.0545548121462,5.46362784889166,2625
"211",329,8,2632,59.6296783923207,6.14840253928609,2954
"212",423,7,2961,61.401692420017,7.02882714122177,3377
"213",575,6,3450,63.4663490885588,8.22562181288376,3952
"214",785,5,3925,65.8152700810303,9.85950671245707,4737
"215",1214,4,4856,68.7213491484039,12.3863045061921,5951
"216",2145,3,6435,72.5723826736406,16.8508689770007,8096
"217",5882,2,11764,79.6125626877641,29.0935581225934,13978
"218",34067,1,34067,100,100,48045
